: animal and young
duck duckling rabbit bunny
duck duckling sheep lamb
duck duckling swan cygnet
eagle eaglet bear cub
eagle eaglet cat kitten
eagle eaglet cow calf
eagle eaglet chicken chick
eagle eaglet deer fawn
eagle eaglet dog puppy
eagle eaglet duck duckling
eagle eaglet fish fingerling
eagle eaglet fly maggot
eagle eaglet frog tadpole
eagle eaglet horse foal
eagle eaglet insect larva
eagle eaglet goose gosling
eagle eaglet hawk eyas
eagle eaglet horse foal
eagle eaglet kangaroo joey
eagle eaglet owl owlet
eagle eaglet pig piglet
eagle eaglet rabbit bunny
eagle eaglet sheep lamb
eagle eaglet swan cygnet
fish fingerling bear cub
fish fingerling cat kitten
fish fingerling cow calf
fish fingerling chicken chick
fish fingerling deer fawn
fish fingerling dog puppy
fish fingerling duck duckling
fish fingerling eagle eaglet
fish fingerling fly maggot
fish fingerling frog tadpole
fish fingerling horse foal
fish fingerling insect larva
fish fingerling goose gosling
fish fingerling hawk eyas
fish fingerling horse foal
fish fingerling kangaroo joey
fish fingerling owl owlet
fish fingerling pig piglet
fish fingerling rabbit bunny
fish fingerling sheep lamb
fish fingerling swan cygnet
fly maggot bear cub
fly maggot cat kitten
fly maggot cow calf
fly maggot chicken chick
fly maggot deer fawn
fly maggot dog puppy
fly maggot duck duckling
fly maggot eagle eaglet
fly maggot fish fingerling
fly maggot frog tadpole
fly maggot horse foal
fly maggot insect larva
fly maggot goose gosling
fly maggot hawk eyas
fly maggot horse foal
fly maggot kangaroo joey
fly maggot owl owlet
fly maggot pig piglet
fly maggot rabbit bunny
fly maggot sheep lamb
fly maggot swan cygnet
frog tadpole bear cub
frog tadpole cat kitten
frog tadpole cow calf
frog tadpole chicken chick
frog tadpole deer fawn
frog tadpole dog puppy
frog tadpole duck duckling
frog tadpole eagle eaglet
frog tadpole fish fingerling
frog tadpole fly maggot
frog tadpole horse foal
frog tadpole insect larva
frog tadpole goose gosling
frog tadpole hawk eyas
frog tadpole horse foal
frog tadpole kangaroo joey
frog tadpole owl owlet
frog tadpole pig piglet
frog tadpole rabbit bunny
frog tadpole sheep lamb
frog tadpole swan cygnet
horse foal bear cub
horse foal cat kitten
horse foal cow calf
horse foal chicken chick
horse foal deer fawn
horse foal dog puppy
horse foal duck duckling
horse foal eagle eaglet
horse foal fish fingerling
horse foal fly maggot
horse foal frog tadpole
horse foal insect larva
horse foal goose gosling
horse foal hawk eyas
horse foal kangaroo joey
horse foal owl owlet
horse foal pig piglet
horse foal rabbit bunny
horse foal sheep lamb
horse foal swan cygnet
insect larva bear cub
insect larva cat kitten
insect larva cow calf
insect larva chicken chick
insect larva deer fawn
insect larva dog puppy
insect larva duck duckling
insect larva eagle eaglet
insect larva fish fingerling
insect larva fly maggot
insect larva frog tadpole
insect larva horse foal
insect larva goose gosling
insect larva hawk eyas
insect larva horse foal
insect larva kangaroo joey
insect larva owl owlet
insect larva pig piglet
insect larva rabbit bunny
insect larva sheep lamb
insect larva swan cygnet
goose gosling bear cub
goose gosling cat kitten
goose gosling cow calf
goose gosling chicken chick
goose gosling deer fawn
goose gosling dog puppy
goose gosling duck duckling
goose gosling eagle eaglet
goose gosling fish fingerling
goose gosling fly maggot
goose gosling frog tadpole
goose gosling horse foal
goose gosling insect larva
goose gosling hawk eyas
goose gosling horse foal
goose gosling kangaroo joey
goose gosling owl owlet
goose gosling pig piglet
goose gosling rabbit bunny
goose gosling sheep lamb
goose gosling swan cygnet
hawk eyas bear cub
hawk eyas cat kitten
hawk eyas cow calf
hawk eyas chicken chick
hawk eyas deer fawn
hawk eyas dog puppy
hawk eyas duck duckling
hawk eyas eagle eaglet
hawk eyas fish fingerling
hawk eyas fly maggot
hawk eyas frog tadpole
hawk eyas horse foal
hawk eyas insect larva
hawk eyas goose gosling
hawk eyas horse foal
hawk eyas kangaroo joey
hawk eyas owl owlet
hawk eyas pig piglet
hawk eyas rabbit bunny
hawk eyas sheep lamb
hawk eyas swan cygnet
horse foal bear cub
horse foal cat kitten
horse foal cow calf
horse foal chicken chick
horse foal deer fawn
horse foal dog puppy
horse foal duck duckling
horse foal eagle eaglet
horse foal fish fingerling
horse foal fly maggot
horse foal frog tadpole
horse foal insect larva
horse foal goose gosling
horse foal hawk eyas
horse foal kangaroo joey
horse foal owl owlet
horse foal pig piglet
horse foal rabbit bunny
horse foal sheep lamb
horse foal swan cygnet
kangaroo joey bear cub
kangaroo joey cat kitten
kangaroo joey cow calf
kangaroo joey chicken chick
kangaroo joey deer fawn
kangaroo joey dog puppy
kangaroo joey duck duckling
kangaroo joey eagle eaglet
kangaroo joey fish fingerling
kangaroo joey fly maggot
kangaroo joey frog tadpole
kangaroo joey horse foal
kangaroo joey insect larva
kangaroo joey goose gosling
kangaroo joey hawk eyas
kangaroo joey horse foal
kangaroo joey owl owlet
kangaroo joey pig piglet
kangaroo joey rabbit bunny
kangaroo joey sheep lamb
kangaroo joey swan cygnet
owl owlet bear cub
owl owlet cat kitten
owl owlet cow calf
owl owlet chicken chick
owl owlet deer fawn
owl owlet dog puppy
owl owlet duck duckling
owl owlet eagle eaglet
owl owlet fish fingerling
owl owlet fly maggot
owl owlet frog tadpole
owl owlet horse foal
owl owlet insect larva
owl owlet goose gosling
owl owlet hawk eyas
owl owlet horse foal
owl owlet kangaroo joey
owl owlet pig piglet
owl owlet rabbit bunny
owl owlet sheep lamb
owl owlet swan cygnet
pig piglet bear cub
pig piglet cat kitten
pig piglet cow calf
pig piglet chicken chick
pig piglet deer fawn
pig piglet dog puppy
pig piglet duck duckling
pig piglet eagle eaglet
pig piglet fish fingerling
pig piglet fly maggot
pig piglet frog tadpole
pig piglet horse foal
pig piglet insect larva
pig piglet goose gosling
pig piglet hawk eyas
pig piglet horse foal
pig piglet kangaroo joey
pig piglet owl owlet
pig piglet rabbit bunny
pig piglet sheep lamb
pig piglet swan cygnet
rabbit bunny bear cub
rabbit bunny cat kitten
rabbit bunny cow calf
rabbit bunny chicken chick
rabbit bunny deer fawn
rabbit bunny dog puppy
rabbit bunny duck duckling
rabbit bunny eagle eaglet
rabbit bunny fish fingerling
rabbit bunny fly maggot
rabbit bunny frog tadpole
rabbit bunny horse foal
rabbit bunny insect larva
rabbit bunny goose gosling
rabbit bunny hawk eyas
rabbit bunny horse foal
rabbit bunny kangaroo joey
rabbit bunny owl owlet
rabbit bunny pig piglet
rabbit bunny sheep lamb
rabbit bunny swan cygnet
sheep lamb bear cub
sheep lamb cat kitten
sheep lamb cow calf
sheep lamb chicken chick
sheep lamb deer fawn
sheep lamb dog puppy
sheep lamb duck duckling
sheep lamb eagle eaglet
sheep lamb fish fingerling
sheep lamb fly maggot
sheep lamb frog tadpole
sheep lamb horse foal
sheep lamb insect larva
sheep lamb goose gosling
sheep lamb hawk eyas
sheep lamb horse foal
sheep lamb kangaroo joey
sheep lamb owl owlet
sheep lamb pig piglet
sheep lamb rabbit bunny
sheep lamb swan cygnet
swan cygnet bear cub
swan cygnet cat kitten
swan cygnet cow calf
swan cygnet chicken chick
swan cygnet deer fawn
swan cygnet dog puppy
swan cygnet duck duckling
swan cygnet eagle eaglet
swan cygnet fish fingerling
swan cygnet fly maggot
swan cygnet frog tadpole
swan cygnet horse foal
swan cygnet insect larva
swan cygnet goose gosling
swan cygnet hawk eyas
swan cygnet horse foal
swan cygnet kangaroo joey
swan cygnet owl owlet
swan cygnet pig piglet
swan cygnet rabbit bunny
swan cygnet sheep lamb

: kin relations
father son mother daughter
father son aunt niece
father son uncle nephew
father son grandfather grandson
father son grandmother granddaughter
mother daughter father son
mother daughter aunt niece
mother daughter uncle nephew
mother daughter grandfather grandson
mother daughter grandmother granddaughter
aunt niece father son
aunt niece mother daughter
aunt niece uncle nephew
aunt niece grandfather grandson
aunt niece grandmother granddaughter
uncle nephew father son
uncle nephew mother daughter
uncle nephew aunt niece
uncle nephew grandfather grandson
uncle nephew grandmother granddaughter
grandfather grandson father son
grandfather grandson mother daughter
grandfather grandson aunt niece
grandfather grandson uncle nephew
grandfather grandson grandmother granddaughter
grandmother granddaughter father son
grandmother granddaughter mother daughter
grandmother granddaughter aunt niece
grandmother granddaughter uncle nephew
grandmother granddaughter grandfather grandson

: goes on
glove hand shoe foot
glove hand hat head
glove hand crown head
glove hand necklace neck
glove hand earring ear
glove hand ring finger
glove hand bracelet wrist
glove hand anklet ankle
glove hand belt waist
glove hand scarf neck
shoe foot glove hand
shoe foot hat head
shoe foot crown head
shoe foot necklace neck
shoe foot earring ear
shoe foot ring finger
shoe foot bracelet wrist
shoe foot anklet ankle
shoe foot belt waist
shoe foot scarf neck
hat head glove hand
hat head shoe foot
hat head crown head
hat head necklace neck
hat head earring ear
hat head ring finger
hat head bracelet wrist
hat head anklet ankle
hat head belt waist
hat head scarf neck
crown head glove hand
crown head shoe foot
crown head hat head
crown head necklace neck
crown head earring ear
crown head ring finger
crown head bracelet wrist
crown head anklet ankle
crown head belt waist
crown head scarf neck
necklace neck glove hand
necklace neck shoe foot
necklace neck hat head
necklace neck crown head
necklace neck earring ear
necklace neck ring finger
necklace neck bracelet wrist
necklace neck anklet ankle
necklace neck belt waist
necklace neck scarf neck
earring ear glove hand
earring ear shoe foot
earring ear hat head
earring ear crown head
earring ear necklace neck
earring ear ring finger
earring ear bracelet wrist
earring ear anklet ankle
earring ear belt waist
earring ear scarf neck
ring finger glove hand
ring finger shoe foot
ring finger hat head
ring finger crown head
ring finger necklace neck
ring finger earring ear
ring finger bracelet wrist
ring finger anklet ankle
ring finger belt waist
ring finger scarf neck
bracelet wrist glove hand
bracelet wrist shoe foot
bracelet wrist hat head
bracelet wrist crown head
bracelet wrist necklace neck
bracelet wrist earring ear
bracelet wrist ring finger
bracelet wrist anklet ankle
bracelet wrist belt waist
bracelet wrist scarf neck
anklet ankle glove hand
anklet ankle shoe foot
anklet ankle hat head
anklet ankle crown head
anklet ankle necklace neck
anklet ankle earring ear
anklet ankle ring finger
anklet ankle bracelet wrist
anklet ankle belt waist
anklet ankle scarf neck
belt waist glove hand
belt waist shoe foot
belt waist hat head
belt waist crown head
belt waist necklace neck
belt waist earring ear
belt waist ring finger
belt waist bracelet wrist
belt waist anklet ankle
belt waist scarf neck
scarf neck glove hand
scarf neck shoe foot
scarf neck hat head
scarf neck crown head
scarf neck necklace neck
scarf neck earring ear
scarf neck ring finger
scarf neck bracelet wrist
scarf neck anklet ankle
scarf neck belt waist

: has_front_limb
human arm bird wing
human arm dolphin flipper
human arm fish fin
human arm lobster pincer
bird wing human arm
bird wing dolphin flipper
bird wing fish fin
bird wing lobster pincer
dolphin flipper human arm
dolphin flipper bird wing
dolphin flipper fish fin
dolphin flipper lobster pincer
fish fin human arm
fish fin bird wing
fish fin dolphin flipper
fish fin lobster pincer
lobster pincer human arm
lobster pincer bird wing
lobster pincer dolphin flipper
lobster pincer fish fin

: has_class_term
paper sheet bread loaf
paper sheet corn ear
paper sheet grass blade
paper sheet sand grain
paper sheet lettuce head
paper sheet hay bale
paper sheet bacon strip
paper sheet clothing article
paper sheet garlic clove
bread loaf paper sheet
bread loaf corn ear
bread loaf grass blade
bread loaf sand grain
bread loaf lettuce head
bread loaf hay bale
bread loaf bacon strip
bread loaf clothing article
bread loaf garlic clove
corn ear paper sheet
corn ear bread loaf
corn ear grass blade
corn ear sand grain
corn ear lettuce head
corn ear hay bale
corn ear bacon strip
corn ear clothing article
corn ear garlic clove
grass blade paper sheet
grass blade bread loaf
grass blade corn ear
grass blade sand grain
grass blade lettuce head
grass blade hay bale
grass blade bacon strip
grass blade clothing article
grass blade garlic clove
sand grain paper sheet
sand grain bread loaf
sand grain corn ear
sand grain grass blade
sand grain lettuce head
sand grain hay bale
sand grain bacon strip
sand grain clothing article
sand grain garlic clove
lettuce head paper sheet
lettuce head bread loaf
lettuce head corn ear
lettuce head grass blade
lettuce head sand grain
lettuce head hay bale
lettuce head bacon strip
lettuce head clothing article
lettuce head garlic clove
hay bale paper sheet
hay bale bread loaf
hay bale corn ear
hay bale grass blade
hay bale sand grain
hay bale lettuce head
hay bale bacon strip
hay bale clothing article
hay bale garlic clove
bacon strip paper sheet
bacon strip bread loaf
bacon strip corn ear
bacon strip grass blade
bacon strip sand grain
bacon strip lettuce head
bacon strip hay bale
bacon strip clothing article
bacon strip garlic clove
clothing article paper sheet
clothing article bread loaf
clothing article corn ear
clothing article grass blade
clothing article sand grain
clothing article lettuce head
clothing article hay bale
clothing article bacon strip
clothing article garlic clove
garlic clove paper sheet
garlic clove bread loaf
garlic clove corn ear
garlic clove grass blade
garlic clove sand grain
garlic clove lettuce head
garlic clove hay bale
garlic clove bacon strip
garlic clove clothing article

: has_particle
corn kernel sand grain
corn kernel rice grain
corn kernel water drop
corn kernel dust mote
sand grain corn kernel
sand grain rice grain
sand grain water drop
sand grain dust mote
rice grain corn kernel
rice grain sand grain
rice grain water drop
rice grain dust mote
water drop corn kernel
water drop sand grain
water drop rice grain
water drop dust mote
dust mote corn kernel
dust mote sand grain
dust mote rice grain
dust mote water drop

: is_something_you
book read television watch
book read game play
book read song sing
book read food eat
book read beverage drink
book read car drive
book read bicycle ride
television watch book read
television watch game play
television watch song sing
television watch food eat
television watch beverage drink
television watch car drive
television watch bicycle ride
game play book read
game play television watch
game play song sing
game play food eat
game play beverage drink
game play car drive
game play bicycle ride
song sing book read
song sing television watch
song sing game play
song sing food eat
song sing beverage drink
song sing car drive
song sing bicycle ride
food eat book read
food eat television watch
food eat game play
food eat song sing
food eat beverage drink
food eat car drive
food eat bicycle ride
beverage drink book read
beverage drink television watch
beverage drink game play
beverage drink song sing
beverage drink food eat
beverage drink car drive
beverage drink bicycle ride
car drive book read
car drive television watch
car drive game play
car drive song sing
car drive food eat
car drive beverage drink
car drive bicycle ride
bicycle ride book read
bicycle ride television watch
bicycle ride game play
bicycle ride song sing
bicycle ride food eat
bicycle ride beverage drink
bicycle ride car drive

: alcohol_made_from
wine grapes sake rice
wine grapes cider apples
wine grapes chicha corn
wine grapes beer barley
wine grapes tequila agave
wine grapes rum sugarcane
wine grapes vodka potatoes
sake rice wine grapes
sake rice cider apples
sake rice chicha corn
sake rice beer barley
sake rice tequila agave
sake rice rum sugarcane
sake rice vodka potatoes
cider apples wine grapes
cider apples sake rice
cider apples chicha corn
cider apples beer barley
cider apples tequila agave
cider apples rum sugarcane
cider apples vodka potatoes
chicha corn wine grapes
chicha corn sake rice
chicha corn cider apples
chicha corn beer barley
chicha corn tequila agave
chicha corn rum sugarcane
chicha corn vodka potatoes
beer barley wine grapes
beer barley sake rice
beer barley cider apples
beer barley chicha corn
beer barley tequila agave
beer barley rum sugarcane
beer barley vodka potatoes
tequila agave wine grapes
tequila agave sake rice
tequila agave cider apples
tequila agave chicha corn
tequila agave beer barley
tequila agave rum sugarcane
tequila agave vodka potatoes
rum sugarcane wine grapes
rum sugarcane sake rice
rum sugarcane cider apples
rum sugarcane chicha corn
rum sugarcane beer barley
rum sugarcane tequila agave
rum sugarcane vodka potatoes
vodka potatoes wine grapes
vodka potatoes sake rice
vodka potatoes cider apples
vodka potatoes chicha corn
vodka potatoes beer barley
vodka potatoes tequila agave
vodka potatoes rum sugarcane

: instrument_of
broom sweep gun shoot
broom sweep dagger stab
broom sweep rag wipe
broom sweep shovel dig
broom sweep pen write
broom sweep scissors cut
broom sweep corkscrew uncork
gun shoot broom sweep
gun shoot dagger stab
gun shoot rag wipe
gun shoot shovel dig
gun shoot pen write
gun shoot scissors cut
gun shoot corkscrew uncork
dagger stab broom sweep
dagger stab gun shoot
dagger stab rag wipe
dagger stab shovel dig
dagger stab pen write
dagger stab scissors cut
dagger stab corkscrew uncork
rag wipe broom sweep
rag wipe gun shoot
rag wipe dagger stab
rag wipe shovel dig
rag wipe pen write
rag wipe scissors cut
rag wipe corkscrew uncork
shovel dig broom sweep
shovel dig gun shoot
shovel dig dagger stab
shovel dig rag wipe
shovel dig pen write
shovel dig scissors cut
shovel dig corkscrew uncork
pen write broom sweep
pen write gun shoot
pen write dagger stab
pen write rag wipe
pen write shovel dig
pen write scissors cut
pen write corkscrew uncork
scissors cut broom sweep
scissors cut gun shoot
scissors cut dagger stab
scissors cut rag wipe
scissors cut shovel dig
scissors cut pen write
scissors cut corkscrew uncork
corkscrew uncork broom sweep
corkscrew uncork gun shoot
corkscrew uncork dagger stab
corkscrew uncork rag wipe
corkscrew uncork shovel dig
corkscrew uncork pen write
corkscrew uncork scissors cut

